source,target,weight
nariz,amoratado,749
fruta,herbáceo,748
lágrima,botella,748
tanino,arándano,747
aterciopelada,aroma,747
año,tanino,747
pulido,ribete,746
pulido,final,746
capa,especiado,746
uva,madura,746
granate,lágrima,745
uva,negro,745
año,alta,745
fina,densa,745
limpio,balsámico,745
pulido,barrica,744
francés,syrah,744
largo,regaliz,744
alta,bodega,743
salud,largo,743
rojo,amoratado,743
especia,ahumado,743
rojo,marcada,743
brillante,intensidad,743
tanino,baja,743
equilibrado,boca,742
suave,lágrima,741
viñedo,fruta,741
recomendable,volúmen,741
tanino,correcto,740
final,garnacha,740
limpio,vainilla,740
untuoso,especia,739
agradable,final,739
fruta,mejor,739
oscuro,fruta,739
frutal,boca,738
acidez,joven,737
aterciopelada,tanino,737
cuerpo,aroma,737
intenso,balsámico,737
sedoso,aroma,736
acidez,frambuesa,736
largo,densa,735
equilibrado,madura,735
coupage,crianza,735
fruta,amoratado,735
mineral,intensidad,733
acidez,chocolate,733
volúmen,tempranillo,732
mora,nariz,732
roble,violáceo,732
clavo,fruta,731
fruta,probar,731
frambuesa,capa,731
rubí,especia,731
fresco,madura,730
chocolate,madura,730
final,madera,729
roble,monovarietal,729
aroma,ahumado,729
ligero,boca,729
rojo,excelente,729
mineral,cereza,728
boca,amoratado,728
salud,crianza,728
amoratado,ribete,727
persistente,negro,727
brillante,paladar,726
barrica,rf,726
clásico,fruta,726
floral,nota,726
recomendable,negro,726
nota,especiado,725
chocolate,ribete,725
barrica,cuerpo,725
tanino,chocolate,725
largo,madera,724
brillante,fresco,724
torrefacto,fruta,724
final,densa,724
cuero,fina,724
largo,dulce,723
cuerpo,ribete,723
cereza,madera,722
rubí,tostado,722
syrah,negro,721
untuoso,tostado,721
ribete,fondo,721
tanino,potente,721
sedoso,lágrima,721
sedoso,final,721
paladar,especia,720
rcp,madera,720
madura,potente,720
untuoso,madura,720
tostado,toque,719
cacao,tempranillo,718
capa,amoratado,718
tostado,dulce,718
tostado,cacao,717
madura,fondo,717
fruta,cabernet,716
granate,balsámico,716
suave,entrada,716
arándano,color,715
tempranillo,balsámico,715
salud,cereza,714
barrica,ahumado,714
salud,aroma,714
correcto,capa,714
cuero,crianza,714
aroma,cacao,713
salud,paladar,713
nota,bodega,713
elegante,crianza,712
granate,picota,712
agradable,ribete,712
lágrima,intensidad,711
aroma,fondo,711
acidez,ligero,711
rojo,ciruela,711
especia,garnacha,710
aterciopelada,entrada,710
acidez,fondo,710
syrah,color,710
intenso,garnacha,710
aterciopelada,lágrima,710
suave,especia,709
mineral,rcp,709
madura,pimienta,709
persistente,nota,709
regaliz,tempranillo,708
tanino,bodega,708
frambuesa,tanino,707
lágrima,fresco,707
fruta,fresa,706
nariz,baja,706
tinto,fruta,706
americano,negro,706
cata,fruta,705
rcp,regaliz,705
mora,picota,705
intenso,entrada,705
barrica,excelente,705
picota,monovarietal,704
untuoso,crianza,704
americano,rcp,703
especiado,crianza,702
paladar,tempranillo,702
rf,crianza,701
sabroso,negro,701
untuoso,nariz,700
especia,elaborado,700
rojo,integrada,700
untuoso,fina,699
acidez,frutal,699
barrica,viñedo,699
roble,dulce,699
año,viñedo,699
dulce,rcp,699
coupage,nota,698
seco,ribete,697
tempranillo,densa,697
cacao,fina,696
equilibrado,final,695
marcada,boca,695
ciruela,ribete,695
barrica,probar,695
largo,seco,694
frambuesa,boca,694
agradable,crianza,693
cuero,entrada,693
elegante,roble,693
flor,fruta,692
tostado,café,692
barrica,añada,692
frutal,color,692
tanino,excelente,690
especia,fresco,690
sabroso,crianza,690
chocolate,nota,689
lágrima,madera,689
vainilla,dulce,689
rojo,fresa,689
chocolate,capa,689
fruta,canela,688
limpio,tempranillo,688
cereza,sedoso,688
limpio,elaborado,688
volúmen,especia,686
nariz,especiado,686
syrah,boca,686
limpio,uva,686
nariz,ciruela,685
alta,café,684
brillante,tempranillo,683
granate,fina,683
negro,potente,682
vainilla,balsámico,682
elaborado,final,681
elegante,picota,681
americano,lágrima,681
mineral,francés,681
barrica,seco,680
pulido,rcp,680
roble,cuero,679
seco,especia,679
cereza,amoratado,678
elegante,nota,678
pulido,persistencia,678
viñedo,crianza,678
elegante,final,678
amplio,fruta,677
alta,violáceo,677
crianza,ahumado,677
ciruela,tostado,676
aterciopelada,cereza,675
cuerpo,especia,675
color,potente,674
monovarietal,tempranillo,674
ribete,pimienta,674
paladar,negro,673
mineral,fresco,673
brillante,uva,673
nota,ahumado,673
cuerpo,crianza,672
floral,nariz,672
limpio,intensidad,671
lágrima,garnacha,671
acidez,potente,671
rojo,correcto,670
picota,agradable,670
mineral,fina,670
excelente,rcp,669
sabroso,nota,668
sedoso,especia,668
agradable,aroma,668
goloso,nariz,668
cariñena,fruta,667
largo,fresco,666
largo,agradable,666
fruta,punto,665
mora,ribete,665
barrica,granate,664
suave,fresco,664
cereza,cacao,663
suave,vainilla,663
ciruela,intensidad,662
largo,elaborado,662
cuerpo,largo,662
coupage,nariz,661
elegante,tostado,661
coupage,persistencia,661
ciruela,final,661
botella,final,661
cereza,violáceo,661
sedoso,tempranillo,661
tostado,entrada,660
mineral,brillante,660
aroma,café,659
aterciopelada,fina,659
fresco,persistencia,659
nariz,bodega,658
año,tostado,657
cereza,agradable,657
barrica,merlot,657
equilibrado,color,657
vainilla,toque,656
francés,sedoso,655
rubí,crianza,655
color,fresa,655
pulido,nota,654
largo,uva,654
francés,entrada,654
fina,persistencia,654
picota,goloso,654
nota,americano,653
añada,crianza,653
final,ahumado,653
arándano,capa,653
intenso,vainilla,652
fruta,tomar,652
largo,cacao,652
año,intenso,652
nueva,roble,651
toque,densa,651
intenso,madera,651
rubí,seco,650
francés,cacao,650
alta,monovarietal,650
granate,limpio,649
café,especia,649
picota,marcada,649
cuerpo,alta,648
paladar,densa,648
intenso,bodega,647
alta,agradable,647
rojo,recomendable,647
correcto,rcp,647
acidez,blanca,646
francés,elaborado,645
salud,alta,645
especia,densa,645
aterciopelada,rcp,644
excelente,negro,644
botella,especia,644
cacao,final,644
barrica,rubí,644
picota,ciruela,643
alta,ahumado,643
especia,uva,643
barrica,salud,642
barrica,especiado,642
fruta,sauvignon,642
fina,madera,641
francés,fresco,641
aroma,amoratado,641
syrah,capa,641
francés,recomendable,641
poder,fruta,641
lágrima,ahumado,640
dulce,fina,640
picota,bodega,640
americano,madura,639
clavo,color,639
syrah,acidez,639
persistente,aroma,639
granate,seco,639
elegante,especia,638
casa,fruta,638
mora,tostado,638
coupage,madura,637
fina,intensidad,637
acidez,amoratado,637
granate,vainilla,637
capa,seco,636
elegante,ribete,636
intenso,regaliz,636
pulido,roble,635
chocolate,aroma,635
fresco,balsámico,634
rubí,nota,633
salud,roble,633
final,uva,633
picota,cuerpo,633
intenso,uva,633
lágrima,amoratado,632
francés,violáceo,632
aterciopelada,alta,632
largo,cuero,632
año,nota,632
lágrima,volúmen,632
integrada,color,631
limpio,densa,631
tostado,garnacha,630
amarillo,fruta,630
gustar,fruta,629
cuero,tempranillo,628
untuoso,ribete,628
aroma,violáceo,628
persistente,alta,628
equilibrado,intensidad,628
nueva,color,628
entrada,balsámico,627
entrada,amoratado,627
vainilla,madera,626
boca,fresa,626
canela,color,626
rcp,amoratado,626
volúmen,boca,626
barrica,cabernet,626
untuoso,tempranillo,626
aterciopelada,picota,625
final,fondo,625
amarillo,blanca,624
cata,rojo,624
blanca,color,624
tanino,amoratado,623
canela,boca,623
rubí,largo,623
americano,ribete,622
mora,alta,622
francés,regaliz,622
agradable,madura,622
largo,botella,621
lágrima,violáceo,620
suave,largo,620
sedoso,entrada,620
tanino,fondo,620
pulido,aroma,620
especia,pimienta,619
redondo,tanino,619
merlot,rojo,619
integrada,negro,619
francés,monovarietal,619
intensidad,fondo,618
gusto,rojo,618
floral,crianza,618
barrica,correcto,618
untuoso,aroma,617
intenso,violáceo,615
sabroso,largo,615
equilibrado,negro,614
nueva,boca,614
capa,fondo,613
color,joven,613
beber,fruta,613
año,añada,613
picota,amoratado,613
syrah,tanino,612
pulido,intensidad,612
goloso,ribete,612
vainilla,regaliz,612
nueva,negro,612
nueva,acidez,611
goloso,alta,611
syrah,coupage,611
floral,capa,610
brillante,seco,610
frambuesa,nariz,610
alta,marcada,610
nota,café,610
vainilla,seco,609
sedoso,fina,609
boca,blanca,609
integrada,boca,609
syrah,madura,609
salud,toque,608
picota,sabroso,608
rojo,tomar,608
americano,especia,607
tostado,fondo,607
francés,elegante,607
clavo,boca,607
pulido,balsámico,606
año,nariz,606
suave,tostado,606
monovarietal,negro,606
rojo,monovarietal,606
volúmen,madura,605
nariz,canela,605
rojo,fondo,605
tinta,rojo,605
torrefacto,boca,605
botella,uva,605
barrica,sabroso,605
tostado,especiado,605
coupage,especia,604
boca,joven,604
suave,fina,604
año,picota,604
largo,garnacha,604
francés,nueva,603
botella,fina,603
ligero,capa,602
brillante,botella,602
francés,madera,602
integrada,madura,601
lágrima,baja,601
agradable,lágrima,600
fruta,carnoso,600
persistente,cereza,600
rojo,cabernet,600
intenso,densa,599
coupage,lágrima,599
goloso,nota,599
marcada,rcp,599
cuerpo,persistencia,598
nota,amoratado,598
aroma,garnacha,597
especiado,ribete,597
alta,ciruela,597
cremoso,fruta,597
excelente,boca,596
cata,nota,596
tanino,frutal,596
chocolate,especia,596
color,tomar,595
sabroso,alta,595
tempranillo,intensidad,595
nariz,frutal,594
goloso,lágrima,594
rcp,bodega,594
seco,persistencia,593
picota,café,592
rojo,tinto,592
suave,persistencia,592
fresco,fina,592
chocolate,alta,592
rubí,alta,591
floral,tanino,591
alcohol,fruta,591
roble,ahumado,591
vainilla,paladar,590
ligero,crianza,590
chocolate,crianza,590
mineral,garnacha,590
frambuesa,ribete,590
merlot,crianza,589
brillante,dulce,588
café,lágrima,588
fresco,tempranillo,588
correcto,persistencia,588
alta,seco,588
regaliz,balsámico,587
intenso,elaborado,587
aterciopelada,crianza,586
cereza,garnacha,586
cuerpo,cereza,584
crianza,baja,584
fresco,intensidad,584
barrica,baja,584
vainilla,persistencia,583
barrica,marcada,583
limpio,dulce,582
boca,tomar,581
nueva,madura,581
nota,volúmen,581
clásico,rojo,581
dulce,entrada,580
goloso,final,580
mora,ciruela,580
barrica,cariñena,580
graciano,tempranillo,580
barrica,sauvignon,580
vainilla,densa,579
intenso,sedoso,579
picota,ahumado,578
nariz,equilibrado,578
barrica,chocolate,578
rojo,torrefacto,577
redondo,rojo,577
mora,lágrima,576
ribete,baja,576
picota,correcto,575
gusto,boca,575
nueva,capa,575
picota,persistente,574
untuoso,persistencia,574
intenso,limpio,574
aroma,especiado,574
rubí,lágrima,574
tostado,cuero,573
picota,arándano,572
final,especiado,572
suave,intensidad,572
botella,ribete,571
nariz,tomar,571
goloso,rcp,571
barrica,goloso,571
excelente,madura,570
brillante,densa,570
rojo,grosella,569
floral,final,569
recomendable,nota,568
mora,final,568
rubí,vainilla,568
coupage,volúmen,568
francés,suave,568
americano,fina,568
frambuesa,cereza,568
cereza,americano,568
aterciopelada,roble,567
salud,fina,567
limpio,regaliz,567
dulce,tempranillo,567
nueva,tanino,567
ciruela,aroma,566
capa,frutal,566
botella,añada,565
tostado,pimienta,565
barrica,mejor,565
toque,garnacha,564
canela,ribete,564
salud,picota,564
fruta,abundante,564
mineral,intenso,563
sabroso,roble,563
negro,fondo,562
cereza,botella,562
granate,cuerpo,562
flor,color,562
aterciopelada,madura,562
flor,boca,562
aterciopelada,barrica,562
nota,baja,561
aroma,pimienta,561
cacao,entrada,561
toque,balsámico,561
alta,amoratado,560
largo,violáceo,560
fácil,fruta,560
barrica,potente,559
nueva,tempranillo,559
cuerpo,nota,558
intenso,fresco,558
tabaco,rojo,558
pulido,lágrima,557
agradable,tempranillo,557
complejo,madura,557
rojo,canela,557
clavo,tanino,557
barrica,agradable,557
barrica,café,557
tinta,barrica,557
sedoso,vainilla,556
cata,botella,556
capa,potente,556
elegante,fina,556
lágrima,abundante,556
capa,integrada,555
largo,especiado,555
fruta,teja,555
redondo,boca,555
francés,densa,555
picota,especiado,554
nariz,marcada,554
alta,pimienta,554
nariz,fresa,554
nariz,ligero,553
entrada,regaliz,553
sabroso,tostado,553
bastante,fruta,553
francés,uva,552
tabaco,color,552
limpio,cuero,552
clásico,color,552
largo,ahumado,551
frambuesa,lágrima,551
aterciopelada,especia,550
mora,intensidad,550
capa,canela,550
chocolate,lágrima,550
barrica,blanca,550
fresco,joven,549
crianza,cabernet,549
aterciopelada,limpio,549
fina,ahumado,549
goloso,aroma,549
fruta,cítrico,549
tabaco,negro,549
francés,vainilla,548
rubí,cuerpo,548
capa,fresa,548
agradable,entrada,547
sabroso,aroma,546
tostado,ahumado,546
violáceo,rcp,546
cereza,seco,546
tostado,fresco,546
clásico,boca,546
persistente,rcp,545
grosella,color,545
capa,tomar,545
café,final,544
syrah,alta,544
sedoso,tostado,544
aterciopelada,paladar,544
pulido,fina,543
persistencia,garnacha,543
marcada,negro,543
francés,limpio,543
rubí,balsámico,543
suave,intenso,543
probar,bodega,542
untuoso,volúmen,542
acidez,grosella,542
granate,rcp,542
brillante,violáceo,542
nueva,nota,542
regaliz,intensidad,541
picota,pimienta,541
untuoso,entrada,541
elegante,balsámico,541
color,cabernet,540
aroma,persistencia,540
roble,especiado,540
fresco,toque,540
uva,densa,539
suave,cuerpo,539
cuerpo,tempranillo,539
elegante,intenso,539
cuerpo,vainilla,539
intenso,paladar,538
arándano,boca,538
aterciopelada,negro,538
elegante,aroma,538
recordar,fruta,538
viña,fruta,538
botella,toque,537
vainilla,canela,537
acidez,fresa,536
ciruela,seco,535
barrica,equilibrado,535
granate,brillante,535
redondo,acidez,535
largo,café,534
mineral,limpio,534
tanino,canela,534
rf,negro,534
barrica,integrada,534
picota,chocolate,533
excelente,final,533
cariñena,crianza,533
fruta,paso,532
clavo,nariz,532
cata,color,532
coupage,tostado,532
boca,cabernet,532
mineral,seco,532
arándano,madura,531
oscuro,boca,531
dulce,toque,531
suave,madera,531
complejo,negro,531
tinto,crianza,530
probar,añada,530
tabaco,boca,530
toque,ahumado,530
mora,barrica,530
acidez,gusto,530
elaborado,garnacha,530
clavo,negro,530
final,cuero,530
acidez,canela,529
roble,excelente,529
nueva,nariz,528
cuerpo,equilibrado,528
americano,aroma,528
mora,aroma,528
crianza,persistencia,528
cereza,chocolate,528
tanino,ligero,528
frutal,crianza,527
café,crianza,527
elegante,rcp,527
poder,barrica,527
elaborado,densa,526
suave,sedoso,525
equilibrado,crianza,525
botella,fresco,525
alcohol,acidez,525
poder,crianza,524
violáceo,final,524
chocolate,tostado,524
nariz,integrada,524
nota,frutal,523
granate,tempranillo,523
sabroso,intensidad,523
sotobosque,fruta,523
correcto,negro,523
syrah,merlot,522
excelente,color,522
clavo,capa,522
barrica,ligero,522
rcp,baja,522
integrada,crianza,522
recomendable,monovarietal,521
ciruela,lágrima,521
rojo,sauvignon,521
recomendable,tempranillo,520
año,probar,520
aterciopelada,uva,520
arándano,alta,520
color,teja,520
brillante,regaliz,520
correcto,boca,520
ribete,fresa,519
granate,regaliz,519
tabaco,tanino,518
agradable,negro,518
cacao,densa,518
suave,garnacha,518
cuerpo,balsámico,518
brillante,garnacha,518
roble,intensidad,517
amplio,boca,517
vainilla,cacao,517
alta,especiado,516
tinta,color,516
frambuesa,picota,516
elegante,botella,516
fruta,menos,516
alta,correcto,515
seco,fina,515
crianza,amoratado,515
floral,brillante,515
elegante,lágrima,515
floral,fresco,515
sabroso,ribete,515
mineral,toque,514
acidez,rf,514
persistente,crianza,514
equilibrado,seco,514
arándano,tostado,514
granate,roble,513
vainilla,uva,513
barrica,ciruela,513
boca,carnoso,513
floral,aroma,512
crianza,tomar,512
café,fina,512
recomendable,madura,511
pulido,francés,511
año,nueva,511
cereza,sabroso,511
balsámico,fondo,510
fresco,bodega,510
viña,crianza,510
paladar,cuero,509
rcp,tomar,509
chocolate,fina,509
goloso,negro,509
nueva,alta,509
año,rcp,509
probar,crianza,509
largo,equilibrado,508
frutal,fresco,508
acidez,tabaco,508
persistente,lágrima,508
fresco,entrada,507
cereza,ciruela,507
lágrima,pimienta,507
tanino,grosella,507
nariz,flor,506
cereza,goloso,506
seco,balsámico,506
syrah,picota,506
syrah,rcp,506
año,especia,505
crianza,sauvignon,505
mora,arándano,505
fina,amoratado,505
regaliz,toque,505
gusto,color,504
rcp,ahumado,504
crianza,mejor,504
acidez,casa,504
cata,boca,504
rojo,viñedo,503
marcada,ribete,503
entrada,madera,503
equilibrado,capa,503
correcto,roble,503
ligero,tostado,503
largo,persistencia,502
toque,madera,502
recomendable,especia,502
volúmen,balsámico,502
aterciopelada,toque,502
rojo,complejo,502
final,pimienta,502
aromático,fruta,502
merlot,color,502
cereza,baja,502
aroma,botella,501
merlot,negro,501
tostado,bodega,501
sabroso,especia,501
intensidad,madera,500
botella,madera,499
oscuro,rojo,499
año,largo,498
capa,grosella,498
balsámico,madera,498
francés,viñedo,498
tabaco,madura,498
arándano,lágrima,498
nota,marcada,498
cereza,especiado,497
tostado,densa,497
acidez,complejo,497
paladar,amoratado,496
tanino,joven,496
largo,goloso,496
syrah,bodega,496
francés,intensidad,496
mora,cereza,496
cariñena,rojo,496
ciruela,especia,495
rubí,tempranillo,495
untuoso,recomendable,495
rubí,fina,495
cacao,toque,495
frambuesa,alta,494
barrica,tinto,494
dulce,balsámico,494
acidez,tomar,494
barrica,casa,494
americano,tostado,494
cuero,uva,494
cuerpo,ciruela,493
botella,producción,493
syrah,intenso,493
persistente,fina,493
tinta,crianza,493
agradable,toque,493
elegante,sedoso,492
aroma,canela,492
color,herbáceo,492
roble,agradable,492
clavo,rojo,491
botella,blanca,491
largo,ciruela,491
acidez,clavo,491
especia,fondo,490
especia,canela,490
botella,persistencia,490
brillante,sedoso,489
granate,intenso,489
cuerpo,brillante,489
final,bodega,489
rojo,arándano,489
suave,brillante,489
vez,fruta,489
canela,madura,488
persistente,especia,488
cítrico,blanca,488
tanino,fresa,488
intenso,dulce,488
crianza,joven,488
roble,marcada,488
salud,limpio,488
excelente,capa,488
año,final,487
barrica,viña,487
frambuesa,aroma,487
estructurado,fruta,487
mora,especia,487
rubí,rcp,487
intenso,intensidad,487
acidez,torrefacto,486
barrica,pimienta,486
intenso,especiado,486
recomendable,tostado,486
cuero,toque,486
cereza,persistencia,486
color,sauvignon,486
aroma,bodega,486
frutal,madura,486
tanino,torrefacto,486
limpio,cacao,485
brillante,ahumado,485
ribete,tomar,485
nueva,botella,485
carnoso,color,485
floral,ribete,485
acidez,clásico,485
intenso,potente,484
floral,toque,484
amarillo,crianza,484
limpio,ahumado,484
nota,equilibrado,484
integrada,madera,483
goloso,madura,483
salud,madura,483
intenso,cacao,482
fruta,tiempo,482
barrica,amoratado,482
intenso,cuerpo,482
elegante,intensidad,482
clásico,tanino,482
cereza,café,482
chocolate,roble,482
lágrima,marcada,481
fruta,cs,481
tanino,complejo,481
merlot,cabernet,481
merlot,roble,481
especiado,balsámico,480
agradable,paladar,480
persistente,entrada,480
goloso,roble,480
untuoso,brillante,480
dulce,regaliz,480
intenso,americano,480
largo,chocolate,480
gusto,crianza,480
ligero,negro,479
nota,pimienta,479
frutal,final,479
aterciopelada,largo,479
barrica,tomar,479
barrica,beber,478
tostado,violáceo,478
capa,abundante,478
elegante,cereza,478
volúmen,botella,478
goloso,crianza,477
crianza,potente,477
viñedo,bodega,476
alta,integrada,476
chocolate,rcp,476
americano,entrada,476
untuoso,cereza,476
pulido,largo,476
frambuesa,rcp,476
copa,fruta,476
aterciopelada,elaborado,475
nariz,potente,475
barrica,persistente,475
profundo,fruta,474
violáceo,especia,474
